년월,전입시도명,전출시도명,총인구수,남성인구수,여성인구수,0대 남성,10대 남성,20대 남성,30대 남성,40대 남성,50대 남성,60대 남성,70대 남성,80대 남성,90대 남성,100대 남성,0대 여성,10대 여성,20대 여성,30대 여성,40대 여성,50대 여성,60대 여성,70대 여성,80대 여성,90대 여성,100대 여성
202301,서울특별시,서울특별시,54618,26347,28271,1717,1968,6343,6666,3786,2918,1917,746,256,30,0,1673,1898,8373,6465,3818,2695,1911,896,442,99,1
202301,서울특별시,부산광역시,1675,823,852,18,45,430,152,71,67,28,8,4,0,0,21,66,458,126,71,53,30,16,11,0,0
202301,서울특별시,대구광역시,1260,592,668,16,37,329,96,49,32,18,11,3,1,0,10,57,404,87,44,31,25,7,3,0,0
202301,서울특별시,인천광역시,2597,1299,1298,49,64,507,324,146,110,70,22,4,3,0,66,95,532,267,139,88,57,31,21,2,0
202301,서울특별시,광주광역시,904,446,458,17,29,256,66,33,28,12,5,0,0,0,15,49,257,50,28,22,20,7,7,3,0
202301,서울특별시,대전광역시,1322,681,641,17,49,349,125,68,36,30,3,3,1,0,24,54,352,100,41,38,19,4,8,1,0
202301,서울특별시,울산광역시,563,282,281,9,19,158,57,19,14,6,0,0,0,0,11,20,180,35,16,12,3,2,2,0,0
202301,서울특별시,세종특별자치시,503,266,237,14,12,115,59,37,23,5,0,1,0,0,15,21,96,45,30,17,7,4,1,1,0
202301,서울특별시,경기도,17703,8972,8731,525,720,2755,2075,1265,806,533,204,79,10,0,467,699,3022,1764,1078,719,542,241,157,41,1
202301,서울특별시,강원도,1698,881,817,27,66,421,129,77,75,60,16,10,0,0,34,72,363,113,77,66,53,22,14,3,0
202301,서울특별시,충청북도,1128,582,546,21,46,277,98,49,46,31,12,1,1,0,16,59,280,67,49,22,30,14,6,3,0
202301,서울특별시,충청남도,1696,833,863,24,56,387,131,86,77,47,14,10,1,0,31,89,437,98,72,59,46,14,13,4,0
202301,서울특별시,전라북도,1107,511,596,22,25,245,80,45,50,28,12,1,3,0,11,53,320,74,50,41,20,11,9,7,0
202301,서울특별시,전라남도,995,483,512,15,33,229,66,46,39,36,15,3,1,0,14,54,254,50,36,39,24,16,20,4,1
202301,서울특별시,경상북도,1343,657,686,16,50,355,107,41,45,34,6,3,0,0,16,62,384,74,47,41,40,14,7,1,0
202301,서울특별시,경상남도,1506,758,748,25,54,431,100,56,48,36,5,3,0,0,24,60,427,95,49,44,32,6,10,1,0
202301,서울특별시,제주특별자치도,844,383,461,35,42,111,55,65,46,20,6,2,1,0,36,50,157,70,69,48,19,9,2,1,0
202301,부산광역시,서울특별시,1162,564,598,26,34,229,122,66,48,26,9,3,1,0,24,38,252,122,65,51,33,8,4,1,0
202301,부산광역시,부산광역시,21364,10479,10885,851,788,2149,2204,1604,1278,1036,414,139,16,0,831,722,2586,2143,1501,1267,1015,454,291,73,2
202301,부산광역시,대구광역시,466,235,231,11,16,117,35,22,22,7,3,2,0,0,10,18,122,38,19,12,8,2,2,0,0
202301,부산광역시,인천광역시,170,91,79,7,6,29,19,9,10,6,5,0,0,0,5,6,22,20,6,6,6,7,1,0,0
202301,부산광역시,광주광역시,126,61,65,5,5,25,10,6,4,3,3,0,0,0,2,2,37,6,9,3,4,2,0,0,0
202301,부산광역시,대전광역시,147,84,63,2,5,40,15,8,8,3,2,1,0,0,5,3,28,8,7,8,3,1,0,0,0
202301,부산광역시,울산광역시,857,457,400,25,33,195,85,48,47,13,8,3,0,0,18,39,172,55,42,26,19,11,12,6,0
202301,부산광역시,세종특별자치시,76,42,34,6,5,11,8,8,3,1,0,0,0,0,2,2,10,10,5,1,2,1,1,0,0
202301,부산광역시,경기도,1064,592,472,35,57,197,116,98,46,28,11,4,0,0,38,54,135,71,74,36,36,19,8,1,0
202301,부산광역시,강원도,154,80,74,5,7,29,10,13,7,7,1,1,0,0,2,13,28,9,9,5,5,2,1,0,0
202301,부산광역시,충청북도,133,67,66,4,7,19,15,11,5,5,1,0,0,0,3,6,25,11,9,6,2,2,2,0,0
202301,부산광역시,충청남도,228,138,90,13,15,41,30,24,9,4,1,1,0,0,10,8,20,14,17,8,6,3,3,1,0
202301,부산광역시,전라북도,129,67,62,2,6,24,11,6,8,6,4,0,0,0,1,4,22,3,10,12,6,3,1,0,0
202301,부산광역시,전라남도,252,131,121,8,7,45,20,21,20,4,5,1,0,0,7,10,54,9,16,8,7,4,5,1,0
202301,부산광역시,경상북도,843,449,394,26,43,182,92,31,38,29,4,4,0,0,24,29,159,63,40,28,29,11,6,5,0
202301,부산광역시,경상남도,3776,1853,1923,98,145,645,346,243,164,146,43,20,3,0,115,157,751,299,218,151,131,50,37,14,0
202301,부산광역시,제주특별자치도,293,135,158,7,24,35,19,25,10,11,4,0,0,0,12,16,37,18,34,20,14,3,3,1,0
202301,대구광역시,서울특별시,850,445,405,27,34,173,88,43,51,18,7,4,0,0,13,29,165,77,46,42,19,8,5,1,0
202301,대구광역시,부산광역시,429,230,199,25,14,77,48,30,25,7,3,1,0,0,12,12,80,46,27,13,4,3,2,0,0
202301,대구광역시,대구광역시,14224,7121,7103,651,624,1396,1661,1158,853,511,199,62,6,0,596,558,1567,1423,1084,780,589,259,192,54,1
202301,대구광역시,인천광역시,134,79,55,2,9,31,19,9,7,1,1,0,0,0,5,2,17,16,7,4,2,0,2,0,0
202301,대구광역시,광주광역시,61,28,33,1,1,11,6,3,6,0,0,0,0,0,1,2,17,6,2,4,1,0,0,0,0
202301,대구광역시,대전광역시,183,92,91,5,3,31,25,12,12,3,1,0,0,0,3,3,47,17,7,8,4,0,1,1,0
202301,대구광역시,울산광역시,228,135,93,4,10,53,29,20,6,12,1,0,0,0,5,7,42,14,12,4,5,0,3,1,0
202301,대구광역시,세종특별자치시,69,30,39,3,4,6,5,6,4,2,0,0,0,0,6,3,10,4,9,3,3,0,1,0,0
202301,대구광역시,경기도,868,475,393,28,55,146,92,78,53,14,6,3,0,0,44,50,95,72,61,28,26,9,5,3,0
202301,대구광역시,강원도,152,83,69,8,3,27,15,14,13,0,3,0,0,0,13,9,10,15,8,8,3,1,1,1,0
202301,대구광역시,충청북도,201,113,88,12,6,45,21,14,6,5,3,1,0,0,6,7,33,13,11,10,6,0,1,1,0
202301,대구광역시,충청남도,198,100,98,11,14,28,16,15,9,5,1,1,0,0,6,11,26,19,15,12,4,0,5,0,0
202301,대구광역시,전라북도,97,53,44,3,6,22,8,8,4,1,0,1,0,0,4,2,20,5,5,3,3,2,0,0,0
202301,대구광역시,전라남도,74,35,39,0,0,13,9,3,5,3,2,0,0,0,2,4,10,9,4,4,6,0,0,0,0
202301,대구광역시,경상북도,3722,1863,1859,115,145,610,340,260,209,120,47,14,3,0,106,155,661,294,234,178,132,34,46,19,0
202301,대구광역시,경상남도,781,393,388,27,37,140,69,48,36,29,6,1,0,0,27,49,143,61,48,31,12,6,8,3,0
202301,대구광역시,제주특별자치도,86,44,42,4,4,12,8,8,5,3,0,0,0,0,5,2,13,6,4,9,2,0,1,0,0
202301,인천광역시,서울특별시,3609,1850,1759,141,135,455,494,255,200,109,49,12,0,0,108,97,501,427,245,184,106,49,35,7,0
202301,인천광역시,부산광역시,250,124,126,11,4,42,33,9,14,6,1,2,2,0,14,11,32,25,19,7,12,3,3,0,0
202301,인천광역시,대구광역시,164,94,70,3,4,38,26,13,5,2,0,3,0,0,5,6,22,16,11,3,2,4,1,0,0
202301,인천광역시,인천광역시,17559,8874,8685,895,760,1464,1976,1557,1067,739,305,102,9,0,907,753,1479,1810,1400,1006,768,302,201,58,1
202301,인천광역시,광주광역시,169,90,79,3,14,39,13,10,7,3,1,0,0,0,5,15,20,13,11,7,6,2,0,0,0
202301,인천광역시,대전광역시,237,132,105,10,16,37,29,21,12,6,1,0,0,0,7,8,34,16,15,13,7,3,1,1,0
202301,인천광역시,울산광역시,96,55,41,6,4,18,13,7,5,2,0,0,0,0,2,5,21,8,4,1,0,0,0,0,0
202301,인천광역시,세종특별자치시,99,58,41,6,9,16,8,6,7,3,3,0,0,0,1,6,9,4,6,7,4,2,1,1,0
202301,인천광역시,경기도,6081,3260,2821,305,285,697,776,544,358,207,65,18,5,0,271,256,602,598,455,309,210,68,42,8,2
202301,인천광역시,강원도,431,222,209,14,22,82,35,32,18,13,4,2,0,0,12,22,71,25,29,15,18,7,8,2,0
202301,인천광역시,충청북도,304,167,137,7,19,64,26,19,19,8,5,0,0,0,6,14,51,18,15,15,8,3,3,4,0
202301,인천광역시,충청남도,589,328,261,21,25,111,58,48,28,22,8,6,1,0,16,23,98,31,29,24,18,10,9,3,0
202301,인천광역시,전라북도,279,154,125,11,16,59,27,16,14,10,0,1,0,0,11,14,38,17,19,10,7,3,3,3,0
202301,인천광역시,전라남도,284,153,131,16,17,41,17,22,12,22,3,3,0,0,7,12,44,14,18,11,9,4,10,2,0
202301,인천광역시,경상북도,294,153,141,6,14,73,15,17,14,10,2,2,0,0,6,10,58,20,18,10,9,5,4,1,0
202301,인천광역시,경상남도,266,166,100,18,8,62,30,20,15,9,3,1,0,0,8,11,31,20,9,11,3,4,2,1,0
202301,인천광역시,제주특별자치도,246,116,130,17,19,19,16,24,13,6,2,0,0,0,29,15,22,19,26,10,5,3,0,1,0
202301,광주광역시,서울특별시,642,328,314,12,15,129,62,29,48,24,7,2,0,0,8,18,145,49,22,34,18,10,6,4,0
202301,광주광역시,부산광역시,87,42,45,2,3,18,9,2,5,3,0,0,0,0,2,3,17,9,4,7,3,0,0,0,0
202301,광주광역시,대구광역시,35,23,12,0,2,10,6,3,1,1,0,0,0,0,1,0,9,2,0,0,0,0,0,0,0
202301,광주광역시,인천광역시,123,72,51,4,4,31,7,13,11,2,0,0,0,0,2,4,26,6,2,5,1,3,1,1,0
202301,광주광역시,광주광역시,8616,4236,4380,378,371,981,873,684,490,281,127,48,3,0,376,403,1137,800,656,430,284,165,104,25,0
202301,광주광역시,대전광역시,117,60,57,2,4,23,14,7,5,5,0,0,0,0,3,5,29,13,3,2,2,0,0,0,0
202301,광주광역시,울산광역시,29,17,12,2,0,6,3,4,1,1,0,0,0,0,0,1,5,2,1,2,0,0,1,0,0
202301,광주광역시,세종특별자치시,55,27,28,3,1,8,5,7,1,2,0,0,0,0,2,5,8,5,5,0,2,1,0,0,0
202301,광주광역시,경기도,561,321,240,17,31,127,52,43,33,13,2,2,1,0,17,32,74,30,30,25,17,11,2,2,0
202301,광주광역시,강원도,74,41,33,4,4,8,11,5,7,1,1,0,0,0,5,4,9,5,7,0,1,2,0,0,0
202301,광주광역시,충청북도,70,32,38,1,2,14,7,3,4,1,0,0,0,0,1,3,20,4,6,2,1,0,1,0,0
202301,광주광역시,충청남도,143,75,68,5,4,30,15,12,4,2,2,1,0,0,7,9,25,8,8,6,2,1,2,0,0
202301,광주광역시,전라북도,508,251,257,12,22,108,39,33,20,14,2,1,0,0,17,22,110,33,32,21,13,7,2,0,0
202301,광주광역시,전라남도,2341,1183,1158,80,103,350,208,159,122,109,39,11,1,1,65,116,357,169,133,130,99,40,32,16,1
202301,광주광역시,경상북도,84,45,39,2,6,20,4,9,2,2,0,0,0,0,0,3,19,6,8,1,1,0,1,0,0
202301,광주광역시,경상남도,123,60,63,2,9,27,11,7,2,2,0,0,0,0,9,5,14,11,10,6,5,0,2,1,0
202301,광주광역시,제주특별자치도,114,63,51,1,7,16,11,9,13,4,1,0,1,0,2,7,12,5,10,9,3,3,0,0,0
202301,대전광역시,서울특별시,1008,533,475,22,50,235,107,54,24,26,10,5,0,0,19,26,217,77,45,41,27,12,6,5,0
202301,대전광역시,부산광역시,206,124,82,6,10,61,24,10,8,4,0,1,0,0,7,5,33,18,6,8,3,1,1,0,0
202301,대전광역시,대구광역시,196,99,97,0,5,45,31,10,6,2,0,0,0,0,4,7,49,15,6,7,3,5,1,0,0
202301,대전광역시,인천광역시,220,126,94,12,9,55,25,7,13,4,1,0,0,0,4,5,45,10,12,8,5,2,2,1,0
202301,대전광역시,광주광역시,157,85,72,4,4,38,19,8,7,4,1,0,0,0,3,5,37,14,5,6,2,0,0,0,0
202301,대전광역시,대전광역시,9748,4923,4825,418,367,1141,1228,735,524,354,121,32,3,0,390,327,1296,1011,657,501,352,154,109,28,0
202301,대전광역시,울산광역시,95,53,42,6,1,29,6,4,2,3,2,0,0,0,3,3,14,12,1,4,2,3,0,0,0
202301,대전광역시,세종특별자치시,777,362,415,45,27,72,77,66,37,25,9,4,0,0,42,37,74,90,63,54,37,12,5,1,0
202301,대전광역시,경기도,1339,737,602,53,61,279,154,88,56,31,5,10,0,0,51,48,205,116,69,55,28,17,12,1,0
202301,대전광역시,강원도,196,113,83,10,13,37,21,13,10,6,1,2,0,0,6,13,25,17,14,3,4,1,0,0,0
202301,대전광역시,충청북도,757,381,376,27,20,145,80,38,37,23,8,3,0,0,26,25,173,58,35,25,21,6,5,2,0
202301,대전광역시,충청남도,1321,679,642,29,52,253,131,77,84,35,9,9,0,0,24,73,269,96,64,54,33,17,11,1,0
202301,대전광역시,전라북도,418,212,206,8,15,95,29,26,19,17,2,1,0,0,2,16,115,27,19,7,12,5,1,2,0
202301,대전광역시,전라남도,180,90,90,6,4,37,17,11,12,2,1,0,0,0,5,8,40,12,5,14,2,2,2,0,0
202301,대전광역시,경상북도,355,180,175,6,14,89,39,15,8,8,1,0,0,0,10,20,85,27,12,9,6,4,2,0,0
202301,대전광역시,경상남도,233,128,105,4,17,61,19,9,9,5,4,0,0,0,5,9,55,12,12,4,7,1,0,0,0
202301,대전광역시,제주특별자치도,79,33,46,3,7,6,4,8,5,0,0,0,0,0,2,8,18,5,5,7,1,0,0,0,0
202301,울산광역시,서울특별시,376,201,175,8,11,100,51,18,8,4,0,1,0,0,2,16,82,31,15,15,10,2,2,0,0
202301,울산광역시,부산광역시,775,429,346,7,18,217,78,49,29,20,8,3,0,0,10,11,175,65,24,21,17,7,14,2,0
202301,울산광역시,대구광역시,270,154,116,2,4,84,36,14,6,4,3,1,0,0,10,5,53,21,7,6,6,3,5,0,0
202301,울산광역시,인천광역시,64,43,21,0,0,17,9,5,8,4,0,0,0,0,0,0,10,5,0,4,2,0,0,0,0
202301,울산광역시,광주광역시,23,11,12,0,0,3,5,1,1,1,0,0,0,0,1,0,9,0,0,1,0,0,1,0,0
202301,울산광역시,대전광역시,55,29,26,1,1,12,9,2,1,1,2,0,0,0,1,0,14,3,3,1,2,2,0,0,0
202301,울산광역시,울산광역시,5134,2660,2474,254,232,519,589,441,313,213,73,22,4,0,217,198,470,520,383,304,230,74,58,20,0
202301,울산광역시,세종특별자치시,35,21,14,1,4,5,3,5,3,0,0,0,0,0,1,3,2,3,1,4,0,0,0,0,0
202301,울산광역시,경기도,370,213,157,8,15,88,37,30,23,9,1,1,1,0,12,21,41,24,25,16,14,2,1,1,0
202301,울산광역시,강원도,56,30,26,3,3,10,8,3,1,0,2,0,0,0,1,1,13,3,3,0,3,1,1,0,0
202301,울산광역시,충청북도,62,36,26,2,3,16,6,4,3,0,2,0,0,0,4,2,4,3,5,1,5,1,1,0,0
202301,울산광역시,충청남도,83,56,27,3,5,22,9,9,4,3,1,0,0,0,1,4,3,7,5,5,1,1,0,0,0
202301,울산광역시,전라북도,49,29,20,0,2,10,7,4,3,3,0,0,0,0,3,1,5,3,3,2,1,1,1,0,0
202301,울산광역시,전라남도,70,46,24,4,0,15,4,9,6,6,2,0,0,0,4,2,7,2,2,2,3,1,1,0,0
202301,울산광역시,경상북도,654,383,271,21,24,140,70,49,34,30,14,1,0,0,12,28,81,35,37,31,24,9,10,4,0
202301,울산광역시,경상남도,618,363,255,18,24,119,78,52,35,27,8,2,0,0,17,24,68,43,38,26,17,9,10,3,0
202301,울산광역시,제주특별자치도,54,28,26,3,4,6,5,5,3,1,1,0,0,0,3,7,4,2,7,1,1,1,0,0,0
202301,세종특별자치시,서울특별시,475,221,254,11,26,67,39,44,21,10,3,0,0,0,27,18,74,65,39,14,9,4,4,0,0
202301,세종특별자치시,부산광역시,93,47,46,4,3,13,16,7,3,1,0,0,0,0,5,4,11,11,7,4,3,1,0,0,0
202301,세종특별자치시,대구광역시,75,41,34,4,3,13,8,4,4,4,1,0,0,0,4,4,12,3,6,1,1,1,2,0,0
202301,세종특별자치시,인천광역시,91,49,42,5,7,15,6,9,4,2,1,0,0,0,5,4,9,13,3,3,5,0,0,0,0
202301,세종특별자치시,광주광역시,86,41,45,7,6,7,4,11,4,2,0,0,0,0,4,8,7,12,6,4,2,2,0,0,0
202301,세종특별자치시,대전광역시,1002,496,506,39,64,101,117,84,51,28,8,4,0,0,38,65,95,94,99,55,37,10,12,1,0
202301,세종특별자치시,울산광역시,43,24,19,2,2,6,7,4,0,2,1,0,0,0,3,1,2,6,6,0,0,1,0,0,0
202301,세종특별자치시,세종특별자치시,2116,1041,1075,153,118,148,251,184,108,59,14,6,0,0,133,107,156,270,180,112,70,24,17,6,0
202301,세종특별자치시,경기도,641,303,338,33,40,64,59,61,30,10,2,3,1,0,51,47,58,66,59,26,18,5,6,2,0
202301,세종특별자치시,강원도,83,45,38,11,5,7,5,11,3,2,1,0,0,0,6,6,1,11,7,6,0,1,0,0,0
202301,세종특별자치시,충청북도,455,214,241,28,30,28,48,43,23,10,4,0,0,0,26,32,56,57,37,20,12,1,0,0,0
202301,세종특별자치시,충청남도,528,271,257,37,31,55,62,45,21,12,4,3,1,0,36,30,44,49,42,31,12,4,6,3,0
202301,세종특별자치시,전라북도,135,73,62,6,6,16,17,14,9,5,0,0,0,0,5,9,8,10,13,7,7,1,2,0,0
202301,세종특별자치시,전라남도,72,38,34,4,4,5,8,10,2,4,1,0,0,0,3,2,11,6,3,6,1,0,2,0,0
202301,세종특별자치시,경상북도,124,58,66,7,11,12,11,11,4,2,0,0,0,0,7,7,14,13,12,9,3,1,0,0,0
202301,세종특별자치시,경상남도,126,62,64,11,5,16,14,13,2,1,0,0,0,0,9,9,13,13,10,5,3,0,2,0,0
202301,세종특별자치시,제주특별자치도,84,43,41,11,9,3,1,9,7,2,1,0,0,0,2,10,3,4,13,7,1,1,0,0,0
202301,경기도,서울특별시,23222,11702,11520,901,821,2584,2907,1777,1274,924,358,142,12,2,833,759,2789,2797,1649,1116,836,390,270,80,1
202301,경기도,부산광역시,1438,778,660,30,55,299,174,94,72,31,17,5,1,0,35,54,257,109,80,59,36,17,11,2,0
202301,경기도,대구광역시,1143,647,496,32,44,302,133,76,33,15,10,1,1,0,34,45,197,107,49,25,26,9,2,2,0
202301,경기도,인천광역시,5014,2618,2396,157,222,663,598,413,307,184,57,16,1,0,202,217,616,489,345,244,156,64,52,10,1
202301,경기도,광주광역시,750,402,348,26,28,182,78,46,26,11,3,2,0,0,25,40,132,62,37,19,15,10,8,0,0
202301,경기도,대전광역시,1322,713,609,52,71,285,141,84,43,26,6,5,0,0,33,55,230,105,83,44,34,10,13,2,0
202301,경기도,울산광역시,617,339,278,30,29,111,68,57,21,16,6,1,0,0,21,39,82,44,39,28,15,6,2,2,0
202301,경기도,세종특별자치시,531,277,254,31,31,64,53,47,31,16,4,0,0,0,30,25,56,51,48,20,17,3,4,0,0
202301,경기도,경기도,89923,46305,43618,4694,4360,8587,10498,7758,5439,3300,1160,454,52,3,4516,4127,8036,9142,7072,4769,3229,1380,1071,265,11
202301,경기도,강원도,2513,1341,1172,103,156,414,215,192,139,78,26,16,2,0,103,109,327,186,170,115,91,35,30,6,0
202301,경기도,충청북도,1912,1070,842,60,116,371,192,127,100,69,24,10,1,0,67,72,258,143,103,96,56,21,14,12,0
202301,경기도,충청남도,3114,1718,1396,120,162,496,327,265,191,108,32,16,1,0,113,153,424,231,184,122,101,29,31,6,2
202301,경기도,전라북도,1330,709,621,38,63,250,114,95,66,59,14,8,2,0,38,64,187,85,75,58,47,24,32,10,1
202301,경기도,전라남도,1129,627,502,36,58,206,90,82,84,53,10,6,2,0,28,50,147,70,65,42,38,20,32,10,0
202301,경기도,경상북도,1743,963,780,59,101,358,154,118,94,50,19,8,1,1,74,92,224,110,102,76,63,28,8,3,0
202301,경기도,경상남도,1575,866,709,63,69,285,164,134,92,38,11,8,2,0,93,71,200,116,96,64,34,13,18,4,0
202301,경기도,제주특별자치도,1040,517,523,70,62,94,75,109,69,30,6,2,0,0,64,85,91,98,110,40,23,8,2,2,0
202301,강원도,서울특별시,1402,701,701,33,32,214,134,78,105,81,20,3,1,0,22,27,215,128,83,103,69,31,20,3,0
202301,강원도,부산광역시,177,106,71,4,11,35,18,19,10,6,0,3,0,0,3,5,29,6,11,8,5,3,1,0,0
202301,강원도,대구광역시,169,89,80,3,9,33,21,9,10,4,0,0,0,0,3,3,31,14,7,9,7,5,1,0,0
202301,강원도,인천광역시,324,168,156,7,9,46,28,30,28,14,4,1,1,0,9,9,58,21,22,21,11,2,3,0,0
202301,강원도,광주광역시,98,57,41,3,4,20,14,4,7,5,0,0,0,0,4,3,16,7,5,3,1,1,1,0,0
202301,강원도,대전광역시,197,100,97,19,7,31,23,10,6,2,1,1,0,0,12,6,27,25,10,5,8,4,0,0,0
202301,강원도,울산광역시,63,32,31,2,3,9,4,9,3,2,0,0,0,0,0,5,5,7,6,2,5,0,1,0,0
202301,강원도,세종특별자치시,60,35,25,7,3,4,8,5,2,4,0,2,0,0,2,1,5,8,4,2,1,0,2,0,0
202301,강원도,경기도,2338,1230,1108,86,121,322,199,206,152,107,19,18,0,0,94,108,268,174,154,140,107,27,27,9,0
202301,강원도,강원도,8283,4234,4049,347,414,902,836,626,551,385,115,52,6,0,357,413,888,664,632,457,358,119,114,46,1
202301,강원도,충청북도,336,177,159,9,20,60,28,18,17,21,2,2,0,0,3,14,54,24,21,21,15,1,5,1,0
202301,강원도,충청남도,296,177,119,27,18,36,35,32,17,9,3,0,0,0,13,10,31,21,15,18,6,4,1,0,0
202301,강원도,전라북도,119,61,58,1,7,26,12,4,7,4,0,0,0,0,1,9,12,9,6,9,6,4,1,1,0
202301,강원도,전라남도,116,67,49,7,7,25,10,8,5,3,0,2,0,0,3,7,13,8,6,5,4,0,1,2,0
202301,강원도,경상북도,308,169,139,5,26,58,24,21,17,14,3,1,0,0,6,15,50,15,20,17,12,4,0,0,0
202301,강원도,경상남도,230,142,88,7,18,52,15,24,11,12,2,1,0,0,3,9,27,10,16,13,8,1,1,0,0
202301,강원도,제주특별자치도,88,42,46,6,6,6,5,6,9,4,0,0,0,0,4,10,4,3,11,7,5,2,0,0,0
202301,충청북도,서울특별시,1037,560,477,12,38,219,95,60,66,48,22,0,0,0,14,20,190,76,49,51,43,20,9,5,0
202301,충청북도,부산광역시,186,113,73,3,3,52,25,13,6,9,2,0,0,0,3,2,36,12,7,4,4,2,3,0,0
202301,충청북도,대구광역시,172,97,75,3,3,40,24,12,10,5,0,0,0,0,2,5,40,13,8,3,2,1,1,0,0
202301,충청북도,인천광역시,350,192,158,7,13,56,38,33,17,20,6,1,1,0,2,15,49,18,22,24,15,8,4,1,0
202301,충청북도,광주광역시,91,42,49,2,5,16,9,2,6,1,0,1,0,0,3,8,17,5,5,5,2,2,2,0,0
202301,충청북도,대전광역시,705,378,327,12,25,139,66,51,40,30,8,7,0,0,11,19,135,50,33,36,24,14,5,0,0
202301,충청북도,울산광역시,80,50,30,2,3,27,6,5,4,1,0,2,0,0,0,2,14,4,1,4,2,1,0,2,0
202301,충청북도,세종특별자치시,314,166,148,8,24,34,35,30,24,9,2,0,0,0,9,14,30,23,28,24,13,5,2,0,0
202301,충청북도,경기도,1896,1119,777,65,92,340,216,139,146,85,23,13,0,0,58,66,206,126,91,98,74,29,27,2,0
202301,충청북도,강원도,346,199,147,12,15,56,28,32,28,18,6,3,1,0,5,16,43,15,24,20,9,5,9,1,0
202301,충청북도,충청북도,9359,4886,4473,382,359,1185,1061,707,604,426,112,45,5,0,367,380,1100,828,615,517,354,153,126,31,2
202301,충청북도,충청남도,559,315,244,24,31,99,70,43,30,12,5,1,0,0,10,19,93,40,30,35,11,1,4,1,0
202301,충청북도,전라북도,226,120,106,6,8,40,22,16,16,7,4,1,0,0,9,11,36,14,16,9,8,1,1,1,0
202301,충청북도,전라남도,129,74,55,1,3,40,9,7,6,6,1,1,0,0,3,4,19,6,5,10,5,1,2,0,0
202301,충청북도,경상북도,399,234,165,10,19,91,40,26,28,17,3,0,0,0,10,23,61,18,16,18,12,6,1,0,0
202301,충청북도,경상남도,272,150,122,8,13,59,28,15,16,10,1,0,0,0,8,13,42,21,14,10,11,1,1,1,0
202301,충청북도,제주특별자치도,103,45,58,1,8,8,7,13,6,1,1,0,0,0,7,11,9,12,6,10,3,0,0,0,0
202301,충청남도,서울특별시,1524,794,730,36,48,253,145,104,98,84,24,2,0,0,28,50,276,119,68,80,64,24,14,6,1
202301,충청남도,부산광역시,268,155,113,9,13,61,30,20,15,6,1,0,0,0,6,14,33,20,17,13,4,2,4,0,0
202301,충청남도,대구광역시,224,134,90,9,9,55,23,19,10,9,0,0,0,0,11,6,30,23,8,8,2,1,1,0,0
202301,충청남도,인천광역시,658,372,286,18,19,129,64,48,49,31,12,2,0,0,23,22,77,50,35,34,23,12,9,1,0
202301,충청남도,광주광역시,203,120,83,10,11,40,21,14,16,6,2,0,0,0,2,8,39,12,10,5,6,0,1,0,0
202301,충청남도,대전광역시,1365,734,631,28,64,235,132,92,102,57,17,7,0,0,30,62,218,100,61,71,49,12,19,8,1
202301,충청남도,울산광역시,122,71,51,4,9,24,14,9,7,4,0,0,0,0,4,7,13,9,8,6,1,2,1,0,0
202301,충청남도,세종특별자치시,517,269,248,25,28,50,66,44,31,16,6,3,0,0,15,37,48,40,38,32,21,8,8,1,0
202301,충청남도,경기도,3259,1812,1447,123,180,448,347,294,219,158,33,9,1,0,101,141,376,244,208,169,126,42,33,7,0
202301,충청남도,강원도,372,206,166,18,23,59,32,40,22,6,3,3,0,0,17,22,44,17,34,17,9,2,4,0,0
202301,충청남도,충청북도,620,354,266,24,24,126,74,37,37,22,5,5,0,0,14,28,97,44,28,33,14,3,4,1,0
202301,충청남도,충청남도,14112,7429,6683,798,715,1360,1818,1151,868,500,154,56,9,0,763,602,1357,1408,1029,758,407,164,153,40,2
202301,충청남도,전라북도,585,299,286,15,24,95,63,39,32,20,9,1,1,0,21,31,105,46,35,16,18,5,8,1,0
202301,충청남도,전라남도,290,156,134,8,10,61,29,16,14,12,6,0,0,0,5,20,52,18,20,6,7,4,1,1,0
202301,충청남도,경상북도,357,201,156,14,24,62,40,25,20,12,3,0,1,0,13,19,46,21,26,10,8,7,5,1,0
202301,충청남도,경상남도,393,234,159,12,18,86,42,33,30,6,5,2,0,0,14,15,55,22,24,16,5,4,4,0,0
202301,충청남도,제주특별자치도,153,83,70,10,12,15,12,15,15,3,1,0,0,0,5,10,14,10,15,8,4,2,2,0,0
202301,전라북도,서울특별시,903,452,451,6,31,163,70,55,58,45,14,9,1,0,10,24,168,58,51,53,32,26,19,10,0
202301,전라북도,부산광역시,94,46,48,0,5,14,10,4,7,2,3,1,0,0,2,0,23,7,5,6,2,1,2,0,0
202301,전라북도,대구광역시,73,37,36,3,1,14,9,3,3,2,2,0,0,0,2,3,14,8,4,3,1,1,0,0,0
202301,전라북도,인천광역시,280,139,141,6,18,27,23,18,24,20,3,0,0,0,6,9,52,16,13,23,13,5,4,0,0
202301,전라북도,광주광역시,522,251,271,10,31,89,33,37,27,21,2,0,1,0,16,33,85,46,41,26,12,8,3,1,0
202301,전라북도,대전광역시,343,177,166,12,17,61,32,24,14,10,6,1,0,0,7,16,65,22,21,16,10,7,1,1,0
202301,전라북도,울산광역시,71,34,37,3,2,7,4,4,8,5,1,0,0,0,4,2,10,7,3,8,3,0,0,0,0
202301,전라북도,세종특별자치시,98,51,47,1,5,17,8,11,5,3,1,0,0,0,2,10,8,6,5,7,5,4,0,0,0
