년월,전입시도명,전출시도명,총인구수,남성인구수,여성인구수,0대 남성,10대 남성,20대 남성,30대 남성,40대 남성,50대 남성,60대 남성,70대 남성,80대 남성,90대 남성,100대 남성,0대 여성,10대 여성,20대 여성,30대 여성,40대 여성,50대 여성,60대 여성,70대 여성,80대 여성,90대 여성,100대 여성
202304,충청북도,인천광역시,240,135,105,4,8,35,26,11,18,25,8,0,0,0,4,5,24,19,11,19,14,5,4,0,0
202304,충청북도,광주광역시,70,37,33,1,1,20,4,5,4,2,0,0,0,0,4,4,9,5,3,4,4,0,0,0,0
202304,충청북도,대전광역시,503,272,231,10,8,80,63,37,39,29,4,2,0,0,7,7,82,32,16,44,35,2,3,3,0
202304,충청북도,울산광역시,60,39,21,0,2,14,7,3,8,2,3,0,0,0,0,4,8,1,2,3,1,2,0,0,0
202304,충청북도,세종특별자치시,265,133,132,5,5,24,31,36,10,17,4,1,0,0,10,3,31,28,19,19,15,3,2,2,0
202304,충청북도,경기도,1561,900,661,42,35,255,171,104,137,104,37,12,3,0,29,36,152,120,72,96,93,24,32,6,1
202304,충청북도,강원도,270,158,112,8,6,46,27,22,26,17,3,2,1,0,5,1,31,19,12,19,16,2,4,3,0
202304,충청북도,충청북도,8351,4359,3992,331,339,849,925,643,601,455,159,50,7,0,308,313,832,710,585,514,384,167,135,43,1
202304,충청북도,충청남도,483,293,190,7,14,100,58,35,46,27,4,2,0,0,15,11,65,34,25,23,9,3,4,1,0
202304,충청북도,전라북도,128,73,55,3,4,27,15,8,10,6,0,0,0,0,0,2,22,13,5,4,7,2,0,0,0
202304,충청북도,전라남도,94,51,43,0,2,27,6,6,4,6,0,0,0,0,2,4,17,6,4,4,3,2,1,0,0
202304,충청북도,경상북도,268,150,118,6,9,51,33,21,18,9,2,1,0,0,7,7,41,20,13,13,10,4,2,1,0
202304,충청북도,경상남도,211,116,95,10,5,41,24,12,13,8,2,0,1,0,8,9,18,17,13,14,8,5,2,1,0
202304,충청북도,제주특별자치도,59,35,24,0,1,12,9,7,3,2,1,0,0,0,0,1,10,3,2,6,1,0,1,0,0
202304,충청남도,서울특별시,1295,683,612,16,26,170,139,87,98,95,30,21,1,0,19,21,173,99,72,68,93,41,22,4,0
202304,충청남도,부산광역시,189,117,72,5,4,39,31,13,11,9,4,1,0,0,1,4,18,16,12,12,7,1,1,0,0
202304,충청남도,대구광역시,177,107,70,7,4,38,28,9,14,5,2,0,0,0,3,5,22,13,11,9,6,0,1,0,0
202304,충청남도,인천광역시,504,272,232,10,12,74,50,36,41,36,10,2,1,0,10,12,71,35,25,36,26,10,3,3,1
202304,충청남도,광주광역시,141,73,68,4,3,23,24,7,5,6,1,0,0,0,2,9,26,10,6,7,5,2,1,0,0
202304,충청남도,대전광역시,1081,544,537,22,27,140,106,77,76,66,28,2,0,0,23,23,128,97,62,87,57,29,26,4,1
202304,충청남도,울산광역시,107,66,41,0,0,34,12,2,11,5,2,0,0,0,1,3,15,8,4,2,5,1,2,0,0
202304,충청남도,세종특별자치시,342,186,156,13,15,39,36,32,31,16,2,2,0,0,11,17,28,27,24,25,13,8,3,0,0
202304,충청남도,경기도,2770,1579,1191,88,61,381,344,221,253,164,51,11,5,0,54,78,271,233,126,187,152,46,33,11,0
202304,충청남도,강원도,209,129,80,10,9,31,24,23,16,10,4,2,0,0,6,5,16,10,9,13,14,4,3,0,0
202304,충청남도,충청북도,514,328,186,21,17,102,76,46,40,12,11,3,0,0,12,7,53,24,29,25,21,7,7,1,0
202304,충청남도,충청남도,10313,5510,4803,416,468,1106,1202,839,741,538,152,39,9,0,440,384,897,913,713,664,462,177,123,30,0
202304,충청남도,전라북도,445,242,203,9,18,81,48,25,32,23,3,3,0,0,13,11,67,30,27,23,26,4,2,0,0
202304,충청남도,전라남도,230,136,94,8,3,52,31,14,16,9,2,1,0,0,10,4,29,15,14,11,4,3,2,2,0
202304,충청남도,경상북도,284,174,110,5,12,55,39,22,22,14,5,0,0,0,1,11,39,13,17,17,9,0,3,0,0
202304,충청남도,경상남도,279,165,114,6,14,61,23,25,18,14,3,1,0,0,6,5,36,15,18,18,11,3,2,0,0
202304,충청남도,제주특별자치도,76,43,33,0,8,9,6,9,6,5,0,0,0,0,0,2,8,6,7,4,4,1,0,1,0
202304,전라북도,서울특별시,773,416,357,7,18,110,66,59,61,64,23,6,2,0,9,17,101,66,37,45,45,20,13,4,0
202304,전라북도,부산광역시,91,46,45,3,0,14,10,7,5,5,2,0,0,0,2,1,12,9,7,9,3,2,0,0,0
202304,전라북도,대구광역시,59,39,20,0,2,16,8,6,3,2,1,1,0,0,1,0,8,2,1,3,3,2,0,0,0
202304,전라북도,인천광역시,244,140,104,11,8,30,25,19,28,11,8,0,0,0,8,11,21,16,14,16,5,3,7,3,0
202304,전라북도,광주광역시,349,198,151,14,15,72,30,23,26,16,1,1,0,0,7,16,55,26,20,9,11,3,2,1,1
202304,전라북도,대전광역시,233,130,103,3,9,39,21,21,23,12,1,1,0,0,4,8,36,17,13,8,11,4,0,2,0
202304,전라북도,울산광역시,55,30,25,3,2,11,4,2,5,3,0,0,0,0,1,2,6,6,2,1,3,2,1,1,0
202304,전라북도,세종특별자치시,68,38,30,2,3,8,8,3,6,7,1,0,0,0,4,0,4,4,4,10,3,1,0,0,0
202304,전라북도,경기도,983,560,423,19,39,123,92,80,89,85,30,1,2,0,14,19,89,67,57,72,64,15,20,5,1
202304,전라북도,강원도,74,33,41,4,2,11,6,2,5,2,1,0,0,0,4,4,8,6,4,7,5,2,0,1,0
202304,전라북도,충청북도,111,77,34,6,7,21,14,13,10,4,1,1,0,0,4,1,9,7,4,5,2,1,1,0,0
202304,전라북도,충청남도,324,173,151,10,16,44,29,32,28,9,3,2,0,0,14,10,32,24,25,17,20,3,5,1,0
202304,전라북도,전라북도,9774,5067,4707,385,422,1020,937,729,758,561,182,63,10,0,334,374,986,774,670,681,501,185,161,41,0
202304,전라북도,전라남도,319,185,134,10,14,66,27,20,23,19,5,1,0,0,4,10,29,17,25,23,8,5,9,4,0
202304,전라북도,경상북도,78,47,31,0,4,19,8,3,6,6,1,0,0,0,1,2,8,5,7,5,3,0,0,0,0
202304,전라북도,경상남도,149,81,68,5,8,27,14,7,6,7,4,3,0,0,4,6,14,8,10,13,9,1,2,1,0
202304,전라북도,제주특별자치도,54,33,21,0,2,8,4,7,4,7,1,0,0,0,1,1,3,6,2,4,2,1,1,0,0
202304,전라남도,서울특별시,699,402,297,13,13,114,51,52,64,65,26,3,1,0,8,7,73,41,29,53,51,16,14,5,0
202304,전라남도,부산광역시,212,122,90,8,2,37,20,20,17,14,3,1,0,0,5,5,26,13,10,12,11,5,3,0,0
202304,전라남도,대구광역시,89,51,38,3,3,21,10,4,7,1,1,1,0,0,1,1,10,11,5,5,3,1,1,0,0
202304,전라남도,인천광역시,217,133,84,9,4,28,21,18,22,24,6,1,0,0,1,3,20,13,11,18,12,4,1,1,0
202304,전라남도,광주광역시,1951,1064,887,41,73,238,194,154,169,149,38,8,0,0,28,56,210,169,114,147,103,30,25,5,0
202304,전라남도,대전광역시,94,69,25,1,4,24,13,10,13,1,2,1,0,0,1,2,8,5,3,5,1,0,0,0,0
202304,전라남도,울산광역시,59,43,16,0,0,5,11,11,6,10,0,0,0,0,0,0,4,2,1,5,4,0,0,0,0
202304,전라남도,세종특별자치시,57,37,20,3,4,8,6,4,7,4,1,0,0,0,1,2,3,4,3,3,2,1,1,0,0
202304,전라남도,경기도,954,540,414,23,23,127,73,92,83,83,23,13,0,0,26,17,70,62,63,65,57,28,21,5,0
202304,전라남도,강원도,80,49,31,2,0,21,4,8,7,5,1,1,0,0,1,2,8,6,4,5,1,2,1,1,0
202304,전라남도,충청북도,93,54,39,1,5,13,10,7,11,5,2,0,0,0,0,3,13,4,5,7,2,3,0,2,0
202304,전라남도,충청남도,171,96,75,1,5,24,20,11,16,16,1,1,1,0,10,3,11,12,10,15,8,4,2,0,0
202304,전라남도,전라북도,359,216,143,6,26,76,33,19,31,19,4,1,1,0,9,6,37,26,20,20,13,7,4,1,0
202304,전라남도,전라남도,8892,4697,4195,410,405,864,839,743,734,507,133,56,6,0,368,386,734,723,659,631,406,142,109,36,1
202304,전라남도,경상북도,116,71,45,3,5,28,8,9,11,5,2,0,0,0,4,1,8,7,6,9,5,2,3,0,0
202304,전라남도,경상남도,304,181,123,3,8,54,31,33,29,15,6,2,0,0,9,9,30,18,15,22,12,7,1,0,0
202304,전라남도,제주특별자치도,93,51,42,2,0,9,9,5,12,9,5,0,0,0,0,4,9,5,6,6,10,0,1,1,0
202304,경상북도,서울특별시,795,429,366,10,22,124,99,47,56,45,21,3,2,0,8,18,124,72,46,31,36,18,11,1,1
202304,경상북도,부산광역시,635,365,270,10,25,115,60,42,46,51,14,2,0,0,14,10,87,52,29,25,39,8,6,0,0
202304,경상북도,대구광역시,2752,1553,1199,44,73,440,251,176,233,235,76,22,3,0,42,55,288,206,138,182,177,59,41,9,2
202304,경상북도,인천광역시,281,176,105,11,9,64,31,25,16,18,1,1,0,0,4,9,27,18,14,15,12,2,3,1,0
202304,경상북도,광주광역시,67,34,33,0,1,17,5,7,3,1,0,0,0,0,1,3,14,6,6,3,0,0,0,0,0
202304,경상북도,대전광역시,175,106,69,5,7,32,25,13,8,12,3,1,0,0,3,4,15,15,10,6,8,3,4,1,0
202304,경상북도,울산광역시,576,338,238,7,7,100,64,52,38,53,16,1,0,0,6,10,45,32,23,47,55,9,4,7,0
202304,경상북도,세종특별자치시,58,31,27,0,3,8,5,4,8,3,0,0,0,0,0,4,10,7,1,2,1,2,0,0,0
202304,경상북도,경기도,1189,684,505,22,30,179,150,107,87,76,24,8,1,0,20,34,122,96,59,73,63,18,16,4,0
202304,경상북도,강원도,263,157,106,4,16,52,20,19,28,12,5,1,0,0,6,9,31,13,11,14,12,4,6,0,0
202304,경상북도,충청북도,259,152,107,6,6,50,31,21,18,15,3,2,0,0,2,15,30,15,13,20,10,1,1,0,0
202304,경상북도,충청남도,206,123,83,4,17,34,24,15,13,10,6,0,0,0,3,5,17,12,11,14,15,3,3,0,0
202304,경상북도,전라북도,91,57,34,1,7,19,7,12,5,5,0,1,0,0,2,2,9,3,6,2,6,2,1,1,0
202304,경상북도,전라남도,134,90,44,2,8,34,11,7,12,11,4,1,0,0,3,4,11,8,7,6,2,3,0,0,0
202304,경상북도,경상북도,11123,5959,5164,423,481,1255,1134,881,875,668,175,58,9,0,379,387,974,858,755,791,564,218,191,46,1
202304,경상북도,경상남도,694,401,293,16,37,145,69,47,43,34,8,2,0,0,11,31,89,42,35,37,35,5,5,3,0
202304,경상북도,제주특별자치도,79,47,32,2,1,15,9,10,6,4,0,0,0,0,0,4,9,7,4,5,2,1,0,0,0
202304,경상남도,서울특별시,725,389,336,14,13,134,88,42,50,33,11,3,1,0,6,9,119,74,36,33,31,13,12,3,0
202304,경상남도,부산광역시,3049,1646,1403,57,96,428,330,230,202,219,59,25,0,0,52,76,376,269,160,177,175,60,47,10,1
202304,경상남도,대구광역시,498,264,234,4,19,74,61,34,29,35,6,2,0,0,7,15,62,42,34,31,31,6,4,2,0
202304,경상남도,인천광역시,200,111,89,4,5,29,21,24,16,10,2,0,0,0,3,6,25,13,12,14,9,3,4,0,0
202304,경상남도,광주광역시,81,51,30,1,2,19,12,5,6,4,2,0,0,0,2,3,7,4,4,8,1,0,0,1,0
202304,경상남도,대전광역시,114,61,53,3,2,21,14,3,8,5,2,3,0,0,2,3,19,3,6,12,5,3,0,0,0
202304,경상남도,울산광역시,425,259,166,7,19,73,45,34,39,35,5,2,0,0,6,13,38,27,15,29,27,4,7,0,0
202304,경상남도,세종특별자치시,37,21,16,0,2,7,6,1,4,1,0,0,0,0,1,1,5,2,1,4,1,1,0,0,0
202304,경상남도,경기도,949,542,407,30,22,128,117,96,72,57,14,6,0,0,17,18,86,70,61,60,56,20,11,7,1
202304,경상남도,강원도,152,85,67,9,4,28,16,10,11,6,1,0,0,0,5,2,15,13,9,8,8,2,5,0,0
202304,경상남도,충청북도,133,76,57,3,2,29,15,11,9,6,1,0,0,0,6,3,11,16,4,7,9,1,0,0,0
202304,경상남도,충청남도,198,113,85,6,6,31,28,14,19,4,4,1,0,0,4,3,17,14,17,12,9,3,6,0,0
202304,경상남도,전라북도,133,77,56,1,6,25,12,15,7,10,1,0,0,0,2,7,11,9,11,6,8,1,1,0,0
202304,경상남도,전라남도,234,142,92,10,5,52,20,20,20,10,3,2,0,0,3,10,23,9,17,16,9,3,2,0,0
202304,경상남도,경상북도,506,293,213,7,11,113,52,43,32,27,6,2,0,0,12,13,66,25,32,30,17,9,8,1,0
202304,경상남도,경상남도,14650,7774,6876,508,564,1609,1468,1161,1222,870,278,85,8,1,497,509,1280,1136,985,1089,827,303,192,55,3
202304,경상남도,제주특별자치도,119,74,45,3,2,12,20,16,10,6,4,1,0,0,0,1,12,7,9,6,7,2,0,1,0
202304,제주특별자치도,서울특별시,586,315,271,25,11,86,53,59,42,27,9,3,0,0,12,13,68,52,50,33,27,11,4,1,0
202304,제주특별자치도,부산광역시,138,71,67,2,4,22,16,10,7,10,0,0,0,0,2,4,18,9,12,11,5,3,3,0,0
202304,제주특별자치도,대구광역시,81,49,32,3,1,18,6,9,7,2,3,0,0,0,1,0,15,5,4,3,2,2,0,0,0
202304,제주특별자치도,인천광역시,147,81,66,2,1,13,14,23,16,9,2,1,0,0,4,3,16,11,10,13,8,1,0,0,0
202304,제주특별자치도,광주광역시,62,28,34,4,0,8,7,5,4,0,0,0,0,0,3,2,13,4,6,4,1,1,0,0,0
202304,제주특별자치도,대전광역시,59,24,35,1,3,9,3,3,3,0,1,1,0,0,4,1,11,3,8,3,4,1,0,0,0
202304,제주특별자치도,울산광역시,37,28,9,1,0,10,4,5,2,4,2,0,0,0,1,0,1,2,2,3,0,0,0,0,0
202304,제주특별자치도,세종특별자치시,32,16,16,2,1,1,1,3,6,1,1,0,0,0,2,0,0,4,2,3,5,0,0,0,0
202304,제주특별자치도,경기도,633,319,314,22,15,82,61,43,62,24,8,2,0,0,23,17,64,62,55,49,27,14,3,0,0
202304,제주특별자치도,강원도,61,35,26,3,3,10,7,3,7,2,0,0,0,0,0,1,8,4,5,7,1,0,0,0,0
202304,제주특별자치도,충청북도,63,33,30,1,1,9,7,8,3,2,1,1,0,0,1,1,7,5,7,4,2,0,3,0,0
202304,제주특별자치도,충청남도,69,37,32,4,2,12,10,2,4,2,0,1,0,0,3,0,8,10,1,4,3,2,1,0,0
202304,제주특별자치도,전라북도,71,40,31,3,3,12,4,8,3,7,0,0,0,0,0,2,5,5,5,4,9,1,0,0,0
202304,제주특별자치도,전라남도,85,51,34,4,2,16,8,7,4,7,3,0,0,0,1,4,9,3,3,7,5,1,0,1,0
202304,제주특별자치도,경상북도,83,50,33,0,1,19,8,10,9,3,0,0,0,0,2,0,9,7,6,5,4,0,0,0,0
202304,제주특별자치도,경상남도,148,89,59,5,6,22,14,18,13,9,2,0,0,0,9,0,10,11,10,8,9,2,0,0,0
202304,제주특별자치도,제주특별자치도,3482,1839,1643,146,134,335,371,291,302,192,46,17,5,0,127,104,324,319,266,248,164,46,35,8,2
